Author,Npost
1223561.male.23.Engineering.Cancer.xml,41
1224894.female.25.Student.Sagittarius.xml,60
1225020.female.16.HumanResources.Scorpio.xml,8
1225595.female.16.indUnk.Virgo.xml,19
1225881.male.17.Internet.Scorpio.xml,8
1226756.male.23.Technology.Leo.xml,14
1229858.male.24.indUnk.Leo.xml,179
1230289.female.24.Internet.Aries.xml,258
1231280.male.23.Student.Libra.xml,64
1231380.male.15.indUnk.Aquarius.xml,9
1231400.female.24.indUnk.Cancer.xml,4
1231733.female.24.Communications-Media.Cancer.xml,55
1232234.female.23.Communications-Media.Taurus.xml,4
1232458.female.38.indUnk.Cancer.xml,5
1233335.male.25.BusinessServices.Sagittarius.xml,33
1233687.male.35.Consulting.Aquarius.xml,39
1233897.male.17.Technology.Virgo.xml,414
1233956.female.17.indUnk.Libra.xml,10
1234212.male.27.indUnk.Taurus.xml,643
1234631.female.17.indUnk.Aquarius.xml,295
1234709.female.17.Student.Leo.xml,32
123532.male.39.Advertising.Aries.xml,58
1236636.male.24.Arts.Cancer.xml,258
1237310.male.38.Arts.Taurus.xml,39
1238294.female.33.indUnk.Leo.xml,10
1238388.male.17.Student.Cancer.xml,38
1239610.male.17.indUnk.Scorpio.xml,328
1240274.male.23.Communications-Media.Gemini.xml,128
1240631.male.41.Communications-Media.Libra.xml,14
1241231.male.37.Technology.Aries.xml,81
1241488.female.24.Publishing.Aries.xml,416
1241641.male.17.Student.Capricorn.xml,22
1242619.female.15.Arts.Capricorn.xml,144
1242759.female.16.Arts.Aquarius.xml,14
1244732.female.15.indUnk.Leo.xml,10
1245629.male.23.Technology.Gemini.xml,138
1245805.male.26.indUnk.Gemini.xml,51
1246193.male.17.Student.Gemini.xml,91
1246850.male.33.Internet.Capricorn.xml,166
1247134.male.25.Transportation.Cancer.xml,11
1248360.male.42.indUnk.Gemini.xml,3
1250730.male.26.indUnk.Cancer.xml,8
1251358.female.23.indUnk.Virgo.xml,30
1252171.male.14.Student.Sagittarius.xml,352
1252620.female.16.Fashion.Pisces.xml,145
1253219.female.27.indUnk.Sagittarius.xml,122
1254400.male.34.Religion.Leo.xml,7
1255416.male.17.Student.Taurus.xml,17
1255453.male.17.Consulting.Aquarius.xml,150
1255893.male.14.Student.Leo.xml,238
1256321.female.25.indUnk.Leo.xml,22
1258907.female.15.Student.Taurus.xml,161
1259041.female.17.Non-Profit.Taurus.xml,10
1259179.female.15.Student.Libra.xml,119
1261185.male.25.Technology.Sagittarius.xml,14
1261450.male.27.Internet.Aquarius.xml,21
1261679.female.16.indUnk.Gemini.xml,95
1262059.male.16.Student.Leo.xml,253
1263465.male.16.Technology.Scorpio.xml,43
1263794.female.17.Student.Cancer.xml,134
1264160.male.23.Arts.Pisces.xml,32
1266177.male.38.Internet.Taurus.xml,1
1266795.female.16.Student.Taurus.xml,149
1266843.female.24.Communications-Media.Pisces.xml,83
1266861.male.23.Non-Profit.Scorpio.xml,26
1267773.male.24.Student.Pisces.xml,8
1268682.male.35.indUnk.Pisces.xml,450
1269873.male.39.indUnk.Aquarius.xml,72
1270372.female.33.Manufacturing.Aries.xml,42
1270648.female.23.indUnk.Scorpio.xml,1951
1273229.male.25.Internet.Cancer.xml,12
1273538.male.23.Advertising.Taurus.xml,83
1274152.female.34.indUnk.Scorpio.xml,464
1274171.male.36.indUnk.Gemini.xml,117
1274353.female.17.Student.Leo.xml,20
1274564.female.40.Internet.Sagittarius.xml,476
1274852.female.27.indUnk.Pisces.xml,266
1274993.male.44.indUnk.Gemini.xml,78
1276007.male.44.indUnk.Libra.xml,19
1277039.male.33.Government.Sagittarius.xml,6
1278138.female.26.Education.Pisces.xml,276
1279026.male.16.indUnk.Virgo.xml,5
1279436.male.34.indUnk.Pisces.xml,49
1280497.male.26.Technology.Taurus.xml,98
1281160.male.24.Technology.Sagittarius.xml,1224
1283349.male.16.Student.Aries.xml,90
1283465.female.24.indUnk.Leo.xml,494
1284157.female.16.Student.Scorpio.xml,16
1284564.female.16.indUnk.Pisces.xml,111
1284681.male.25.Tourism.Gemini.xml,83
1284920.female.15.indUnk.Virgo.xml,41
1286861.female.24.Student.Cancer.xml,68
1288068.female.23.Education.Sagittarius.xml,60
1288281.female.27.Law.Aries.xml,27
1288571.male.26.Technology.Leo.xml,102
1289910.male.17.indUnk.Scorpio.xml,8
1290874.female.24.Non-Profit.Taurus.xml,86
129253.female.26.HumanResources.Cancer.xml,3
1292625.female.14.indUnk.Taurus.xml,270
1293280.male.25.Automotive.Cancer.xml,225
1293340.male.24.indUnk.Pisces.xml,31
1295657.female.23.Publishing.Scorpio.xml,11
1295671.female.26.Education.Virgo.xml,165
1295754.female.47.indUnk.Gemini.xml,4
1295794.female.26.indUnk.Sagittarius.xml,4
1296081.female.45.Technology.Virgo.xml,408
1296098.male.24.Sports-Recreation.Leo.xml,81
1296370.female.13.indUnk.Leo.xml,91
1296542.female.27.indUnk.Pisces.xml,257
1297806.female.23.indUnk.Aquarius.xml,28
1298624.male.25.Technology.Aries.xml,169
1298865.female.39.indUnk.Aquarius.xml,2
1302378.female.24.indUnk.Sagittarius.xml,38
1302874.male.46.indUnk.Leo.xml,15
1304142.female.17.indUnk.Pisces.xml,164
1304379.female.16.Student.Leo.xml,38
1304830.female.14.Education.Libra.xml,319
1305545.male.34.indUnk.Aquarius.xml,1
1306027.female.16.Student.Pisces.xml,129
1306088.male.27.indUnk.Sagittarius.xml,26
1306985.female.26.Telecommunications.Leo.xml,145
1307203.female.23.Student.Aries.xml,12
1308633.male.17.indUnk.Cancer.xml,207
1308868.male.26.Communications-Media.Cancer.xml,241
1309251.male.23.Technology.Libra.xml,10
1310522.female.26.Communications-Media.Sagittarius.xml,199
1311927.female.23.Arts.Aries.xml,13
1315210.male.23.Student.Aries.xml,173
1315669.female.23.Student.Virgo.xml,40
1316364.female.24.Student.Cancer.xml,127
1316855.male.25.Arts.Sagittarius.xml,830
1317513.male.17.Arts.Scorpio.xml,83
1317518.female.23.Marketing.Leo.xml,10
1319486.female.15.Student.Virgo.xml,46
1320783.male.25.Telecommunications.Aquarius.xml,6
1322112.male.34.indUnk.Capricorn.xml,33
1325355.female.26.indUnk.Cancer.xml,1702
1325536.female.16.Student.Virgo.xml,6
1325807.female.25.indUnk.Pisces.xml,5
1325894.female.17.indUnk.Cancer.xml,88
132808.male.24.Technology.Gemini.xml,89
1328709.male.25.indUnk.Gemini.xml,36
132894.female.26.indUnk.Aries.xml,127
1329603.male.16.Student.Libra.xml,294
1329752.male.24.Technology.Taurus.xml,81
1330002.male.13.indUnk.Sagittarius.xml,69
1330888.female.36.indUnk.Pisces.xml,59
1334172.male.24.indUnk.Sagittarius.xml,8
1334247.female.17.Student.Libra.xml,31
1334361.female.15.indUnk.Libra.xml,22
1334509.female.23.Accounting.Taurus.xml,205
1335327.male.27.indUnk.Gemini.xml,70
1335479.male.37.Religion.Cancer.xml,218
1335883.male.27.Arts.Libra.xml,5
133604.female.23.indUnk.Capricorn.xml,540
1336804.female.24.Law.Taurus.xml,6
1337805.female.17.Student.Aquarius.xml,260
1338710.male.25.Arts.Libra.xml,51
1340343.female.16.Student.Taurus.xml,84
1340794.male.26.Science.Scorpio.xml,107
1341658.male.15.Student.Cancer.xml,32
1341988.female.24.Marketing.Cancer.xml,21
1343387.female.23.indUnk.Aries.xml,373
1343573.male.25.indUnk.Libra.xml,2
1345466.female.24.Communications-Media.Aquarius.xml,10
1347923.male.36.Advertising.Taurus.xml,60
1348691.female.36.Consulting.Gemini.xml,35
1350027.female.16.Student.Scorpio.xml,43
1350461.male.25.indUnk.Cancer.xml,4
1351689.male.37.indUnk.Leo.xml,259
1352717.female.36.Education.Sagittarius.xml,20
1352859.female.26.indUnk.Sagittarius.xml,88
1355143.male.23.Student.Gemini.xml,126
1357293.female.25.BusinessServices.Aries.xml,22
1357961.female.27.indUnk.Gemini.xml,9
135888.male.23.Banking.Libra.xml,94
1359229.male.17.Education.Taurus.xml,15
1359631.male.26.Internet.Cancer.xml,18
1360300.male.34.Tourism.Libra.xml,87
1360750.female.35.Arts.Leo.xml,18
1361398.female.26.indUnk.Cancer.xml,1
1362051.female.16.Tourism.Aries.xml,93
1362978.female.27.Education.Leo.xml,3
1363208.male.25.Technology.Aquarius.xml,55
1363719.female.36.Education.Taurus.xml,117
1364511.female.27.Arts.Leo.xml,10
1365227.male.27.indUnk.Taurus.xml,19
1365296.male.25.Student.Taurus.xml,17
1365875.female.27.indUnk.Gemini.xml,14
1366447.male.34.indUnk.Libra.xml,3
1366896.female.17.Student.Aries.xml,37
1366984.female.25.Technology.Aries.xml,2
1369564.male.16.Non-Profit.Aquarius.xml,83
1371155.female.23.Education.Scorpio.xml,11
1373040.female.40.indUnk.Cancer.xml,6
1374061.male.34.indUnk.Gemini.xml,60
1374867.female.13.indUnk.Aquarius.xml,157
137626.male.24.indUnk.Gemini.xml,20
1377580.female.24.indUnk.Capricorn.xml,174
1378761.male.16.Student.Libra.xml,60
1379288.female.35.HumanResources.Aries.xml,136
1380515.male.40.indUnk.Aquarius.xml,9
1380619.male.34.indUnk.Taurus.xml,8
1381293.male.16.Internet.Sagittarius.xml,141
1381825.female.16.indUnk.Scorpio.xml,523
1382294.female.16.indUnk.Aries.xml,5
1382785.male.23.indUnk.Scorpio.xml,26
1383163.male.26.Technology.Cancer.xml,3
1383289.female.14.Student.Libra.xml,128
1384161.male.25.Communications-Media.Scorpio.xml,149
1386800.female.45.Non-Profit.Pisces.xml,79
1388402.female.15.Student.Capricorn.xml,1
1390302.female.26.Student.Leo.xml,118
1390907.female.37.Telecommunications.Leo.xml,6
1391421.female.41.indUnk.Pisces.xml,137
1391636.female.26.Religion.Cancer.xml,253
1392111.female.34.indUnk.Leo.xml,4
1392379.female.25.indUnk.Leo.xml,10
1392567.female.24.indUnk.Cancer.xml,24
1392976.male.23.indUnk.Scorpio.xml,154
1393814.female.13.indUnk.Gemini.xml,18
1394735.male.38.Technology.Capricorn.xml,13
1395849.female.23.Non-Profit.Leo.xml,96
1395900.male.27.indUnk.Taurus.xml,23
1396260.female.23.indUnk.Cancer.xml,49
1397914.male.41.indUnk.Sagittarius.xml,49
1399489.male.17.Student.Virgo.xml,130
1400059.male.23.Education.Pisces.xml,37
1400705.male.26.Communications-Media.Capricorn.xml,132
1401178.female.23.Student.Pisces.xml,37
1401402.female.23.Student.Capricorn.xml,158
1401460.female.27.Communications-Media.Libra.xml,35
1401816.male.40.indUnk.Pisces.xml,43
1402277.female.23.Agriculture.Pisces.xml,34
1403830.male.15.Student.Taurus.xml,26
1404145.male.17.Religion.Cancer.xml,402
1404301.female.24.Student.Libra.xml,33
1405024.female.24.indUnk.Cancer.xml,181
1405766.male.24.HumanResources.Scorpio.xml,114
1405870.female.26.indUnk.Cancer.xml,74
1406453.female.17.Student.Capricorn.xml,19
1406988.male.23.Telecommunications.Sagittarius.xml,3
1407084.male.17.Student.Leo.xml,225
1407268.male.23.indUnk.Taurus.xml,60
1409146.female.27.Communications-Media.Libra.xml,22
1409492.female.40.Technology.Taurus.xml,179
1409523.male.17.Student.Scorpio.xml,96
1410011.female.16.indUnk.Libra.xml,90
1412504.male.33.Internet.Taurus.xml,59
1413196.male.24.Engineering.Pisces.xml,51
1414354.male.24.Non-Profit.Leo.xml,33
1415200.female.15.Student.Libra.xml,131
1416208.female.23.BusinessServices.Sagittarius.xml,20
1416900.male.25.indUnk.Cancer.xml,10
1417015.male.15.Student.Libra.xml,12
1417798.female.35.indUnk.Scorpio.xml,1047
141799.female.25.Advertising.Pisces.xml,57
1418167.female.17.Student.Gemini.xml,22
1420041.male.17.indUnk.Cancer.xml,50
1421166.male.16.Student.Leo.xml,132
1423400.male.17.Student.Virgo.xml,14
1425758.male.24.Technology.Capricorn.xml,159
1425881.female.14.indUnk.Sagittarius.xml,77
1425932.male.25.Publishing.Aries.xml,64
1427070.female.25.indUnk.Gemini.xml,435
1427339.female.17.indUnk.Libra.xml,6
1427811.male.46.Education.Virgo.xml,11
1428082.male.38.Communications-Media.Leo.xml,87
1428697.male.33.indUnk.Virgo.xml,35
1428880.male.27.indUnk.Aquarius.xml,629
1429060.male.17.Student.Cancer.xml,131
1429393.female.35.indUnk.Aries.xml,98
1429767.male.15.Student.Virgo.xml,229
1432215.female.35.Communications-Media.Aries.xml,129
1432406.female.16.indUnk.Gemini.xml,1045
1432868.male.16.Student.Scorpio.xml,344
1434608.male.27.Internet.Sagittarius.xml,38
1435222.female.27.indUnk.Cancer.xml,4
1435600.male.16.Student.Aries.xml,4
1436059.female.15.Education.Gemini.xml,188
1436696.female.23.Agriculture.Capricorn.xml,116
143781.female.25.Education.Aries.xml,6
1438488.female.26.indUnk.Leo.xml,7
1438491.male.16.Agriculture.Aries.xml,50
1438661.female.16.indUnk.Virgo.xml,91
1439099.female.27.Education.Cancer.xml,14
1440291.female.23.Accounting.Pisces.xml,5
1442904.male.39.indUnk.Virgo.xml,6
1443644.male.16.Student.Pisces.xml,4
1444118.female.41.Law.Leo.xml,24
1444263.female.17.Arts.Sagittarius.xml,3
1444311.male.23.Education.Aquarius.xml,325
1445315.female.23.indUnk.Scorpio.xml,76
1445734.male.26.Technology.Leo.xml,16
1446030.female.17.Student.Aquarius.xml,94
1449141.male.43.Education.Aquarius.xml,813
1450156.female.37.indUnk.Leo.xml,141
1450587.female.15.Arts.Aquarius.xml,29
1450960.female.24.Fashion.Pisces.xml,11
1451285.female.25.indUnk.Taurus.xml,30
1452076.female.15.Student.Sagittarius.xml,47
1452877.male.17.indUnk.Cancer.xml,85
1453177.female.26.indUnk.Taurus.xml,521
1455561.male.17.Student.Scorpio.xml,77
1456646.female.24.indUnk.Aquarius.xml,2
1461221.female.27.Marketing.Libra.xml,233
1461401.female.16.Student.Scorpio.xml,390
1461773.male.25.Engineering.Virgo.xml,51
1461990.female.17.indUnk.Libra.xml,120
1462207.female.26.Science.Cancer.xml,25
1463590.female.24.Education.Capricorn.xml,44
1463769.male.23.indUnk.Cancer.xml,36
1464008.male.23.Publishing.Capricorn.xml,108
1464036.male.24.Technology.Cancer.xml,28
1464756.female.23.Military.Pisces.xml,53
1464983.male.24.indUnk.Cancer.xml,73
1464999.male.23.Student.Leo.xml,16
1465987.female.33.indUnk.Aquarius.xml,27
1466700.male.24.Arts.Aries.xml,66
1468613.male.26.Technology.Taurus.xml,89
1469021.male.34.indUnk.Libra.xml,10
1470319.female.26.Museums-Libraries.Libra.xml,1126
1472026.female.47.Arts.Sagittarius.xml,8
1472294.female.16.Student.Leo.xml,279
1472662.male.23.Internet.Aries.xml,248
1472995.female.27.indUnk.Aries.xml,1126
1473902.female.25.indUnk.Pisces.xml,1110
1474169.male.23.Tourism.Gemini.xml,12
1474573.female.23.Student.Leo.xml,378
1476037.female.16.indUnk.Virgo.xml,13
1476382.male.33.Publishing.Gemini.xml,912
1476558.female.24.Law.Pisces.xml,28
1476840.female.33.Museums-Libraries.Virgo.xml,227
1477098.female.17.Marketing.Sagittarius.xml,94
1477179.female.23.Education.Leo.xml,6
1477224.male.24.Non-Profit.Leo.xml,13
1477618.female.33.indUnk.Cancer.xml,23
1478602.male.23.Communications-Media.Libra.xml,40
1478632.male.17.Student.Leo.xml,61
1479989.female.25.indUnk.Sagittarius.xml,2
1480689.female.17.Student.Virgo.xml,178
1482060.male.17.Student.Cancer.xml,173
1484232.female.23.BusinessServices.Leo.xml,18
1485746.male.39.Technology.Scorpio.xml,31
1485806.male.24.Technology.Capricorn.xml,98
148638.male.36.Technology.Sagittarius.xml,12
1486619.male.35.Technology.Taurus.xml,52
1487795.male.17.indUnk.Gemini.xml,10
1488330.male.17.Non-Profit.Pisces.xml,403
1488629.female.34.indUnk.Libra.xml,8
1491593.male.27.indUnk.Cancer.xml,38
1492818.female.47.Arts.Aries.xml,5
1493200.male.39.indUnk.Aries.xml,43
1493787.male.27.indUnk.Gemini.xml,57
1493879.male.24.Transportation.Virgo.xml,61
1495706.male.24.Student.Cancer.xml,15
1496067.female.17.indUnk.Libra.xml,44
1496664.female.35.Arts.Sagittarius.xml,75
1496806.male.33.Publishing.Leo.xml,44
1498597.male.17.Student.Pisces.xml,170
1498713.female.23.Non-Profit.Sagittarius.xml,5
1499735.female.24.indUnk.Pisces.xml,44
1500723.male.23.Technology.Cancer.xml,537
1502295.female.33.Government.Capricorn.xml,13
1502896.female.25.Consulting.Pisces.xml,164
1503551.male.27.Education.Sagittarius.xml,47
1503737.male.26.indUnk.Pisces.xml,42
1504395.female.27.indUnk.Aries.xml,217
1506385.female.27.Internet.Gemini.xml,7
1507424.male.35.Arts.Cancer.xml,53
1509245.female.16.indUnk.Pisces.xml,356
