author,book,special,directory
Louis Becke,24836,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/4/8/3/24836/24836.txt
Louis Becke,24835,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/4/8/3/24835/24835.txt
Louis Becke,24998,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/4/9/9/24998/24998.txt
Louis Becke,25106,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/5/1/0/25106/25106.txt
Louis Becke,12798,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/2/7/9/12798/12798.txt
Louis Becke,25058,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/5/0/5/25058/25058.txt
Louis Becke,28972,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/8/9/7/28972/28972.txt
Louis Becke,25107,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/5/1/0/25107/25107.txt
Louis Becke,24807,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/4/8/0/24807/24807.txt
Baha'u'llah,16697C,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/6/6/9/16697/16697.txt
Baha'u'llah,16986C,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/6/9/8/16986/16986.txt
Baha'u'llah,16941C,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/6/9/4/16941/16941.txt
Baha'u'llah,17309C,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/7/3/0/17309/17309.txt
Baha'u'llah,16985C,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/6/9/8/16985/16985.txt
Baha'u'llah,16523C,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/6/5/2/16523/16523.txt
Baha'u'llah,16983C,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/6/9/8/16983/16983.txt
Baha'u'llah,16940C,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/6/9/4/16940/16940.txt
Baha'u'llah,16984C,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/6/9/8/16984/16984.txt
Baha'u'llah,16939C,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/6/9/3/16939/16939.txt
Baha'u'llah,17310C,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/7/3/1/17310/17310.txt
Margaret Vandercook,33409,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/3/4/0/33409/33409.txt
Margaret Vandercook,42206,False,/home/isaac/Documents/Github/Author-identification/gutenberg/4/2/2/0/42206/42206.txt
Margaret Vandercook,34928,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/4/9/2/34928/34928.txt
Margaret Vandercook,25801,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/5/8/0/25801/25801.txt
Margaret Vandercook,34929,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/4/9/2/34929/34929.txt
Margaret Vandercook,45236,False,/home/isaac/Documents/Github/Author-identification/gutenberg/4/5/2/3/45236/45236.txt
Margaret Vandercook,34926,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/4/9/2/34926/34926.txt
Margaret Vandercook,31393,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/1/3/9/31393/31393.txt
Margaret Vandercook,8662,False,/home/isaac/Documents/Github/Author-identification/gutenberg/8/6/6/8662/8662.txt
Margaret Vandercook,34927,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/4/9/2/34927/34927.txt
Margaret Vandercook,22095,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/2/0/9/22095/22095.txt
John Buchan,40014,False,/home/isaac/Documents/Github/Author-identification/gutenberg/4/0/0/1/40014/40014.txt
John Buchan,34548,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/4/5/4/34548/34548.txt
John Buchan,558,False,/home/isaac/Documents/Github/Author-identification/gutenberg/5/5/558/558.txt
John Buchan,46345,False,/home/isaac/Documents/Github/Author-identification/gutenberg/4/6/3/4/46345/46345.txt
John Buchan,559,False,/home/isaac/Documents/Github/Author-identification/gutenberg/5/5/559/559.txt
John Buchan,715,False,/home/isaac/Documents/Github/Author-identification/gutenberg/7/1/715/715.txt
John Buchan,560,False,/home/isaac/Documents/Github/Author-identification/gutenberg/5/6/560/560.txt
John Buchan,611,False,/home/isaac/Documents/Github/Author-identification/gutenberg/6/1/611/611.txt
John Buchan,10046,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/0/0/4/10046/10046.txt
John Buchan,3782,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/7/8/3782/3782.txt
John Buchan,1966,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/9/6/1966/1966.txt
Stewart Edward White,1099,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/0/9/1099/1099.txt
Stewart Edward White,18149,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/8/1/4/18149/18149.txt
Stewart Edward White,9376,False,/home/isaac/Documents/Github/Author-identification/gutenberg/9/3/7/9376/9376.txt
Stewart Edward White,14451,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/4/4/5/14451/14451.txt
Stewart Edward White,3413,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/4/1/3413/3413.txt
Stewart Edward White,16589,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/6/5/8/16589/16589.txt
Stewart Edward White,34399,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/4/3/9/34399/34399.txt
Stewart Edward White,9401,False,/home/isaac/Documents/Github/Author-identification/gutenberg/9/4/0/9401/9401.txt
Stewart Edward White,465,False,/home/isaac/Documents/Github/Author-identification/gutenberg/4/6/465/465.txt
Stewart Edward White,25506,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/5/5/0/25506/25506.txt
Stewart Edward White,753,False,/home/isaac/Documents/Github/Author-identification/gutenberg/7/5/753/753.txt
Victor Hugo,39133,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/9/1/3/39133/39133.txt
Victor Hugo,135,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/3/135/135-0.txt
Victor Hugo,53490,False,/home/isaac/Documents/Github/Author-identification/gutenberg/5/3/4/9/53490/53490-0.txt
Victor Hugo,49372,False,/home/isaac/Documents/Github/Author-identification/gutenberg/4/9/3/7/49372/49372-8.txt
Victor Hugo,12587,False,/home/isaac/Documents/Github/Author-identification/gutenberg/1/8/5/8/18587/18587.txt
Victor Hugo,2523,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/5/2/2523/2523.txt
Victor Hugo,2610,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/6/1/2610/2610.txt
Victor Hugo,50010,False,/home/isaac/Documents/Github/Author-identification/gutenberg/5/0/0/1/50010/50010-0.txt
Victor Hugo,8775,False,/home/isaac/Documents/Github/Author-identification/gutenberg/8/7/7/8775/8775.txt
Victor Hugo,32338,False,/home/isaac/Documents/Github/Author-identification/gutenberg/3/2/3/3/32338/32338.txt
Victor Hugo,20580,False,/home/isaac/Documents/Github/Author-identification/gutenberg/2/0/5/8/20580/20580.txt
